age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
Less than 15,0,0.0,Brown,Total,33290,2017 **
Unknown,0,0.0,Brown,Total,33293,2017 **
35 to 39,65,100.0,Belmont,Total,33248,2017 **
45 and older,*,*,Butler,Total,33320,2017 **
20 to 24,117,100.0,Athens,Total,33173,2017 **
35 to 39,510,100.0,Butler,Total,33314,2017 **
35 to 39,46,100.0,Auglaize,Total,33215,2017 **
25 to 29,1,429,Butler,Total,100,2017 **
18 to 19,189,100.0,Butler,Total,33302,2017 **
25 to 29,102,100.0,Carroll,Total,33341,2017 **
18 to 19,*,*,Carroll,Total,33335,2017 **
30 to 34,51,100.0,Carroll,Total,33344,2017 **
25 to 29,143,100.0,Champaign,Total,33374,2017 **
40 to 44,*,*,Brown,Total,33284,2017 **
40 to 44,*,*,Carroll,Total,33350,2017 **
45 and older,0,0.0,Carroll,Total,33353,2017 **
45 and older,0,0.0,Champaign,Total,33386,2017 **
Unknown,0,0.0,Champaign,Total,33392,2017 **
35 to 39,33,100.0,Carroll,Total,33347,2017 **
Less than 15,0,0.0,Champaign,Total,33389,2017 **
Unknown,0,0.0,Carroll,Total,33359,2017 **
40 to 44,*,*,Clark,Total,33416,2017 **
Unknown,0,0.0,Wyandot,Normal birth weight (2500g+),26923,2014
35 to 39,0,0.0,NonOH,Low birth weight (<2500g),26943,2014
Less than 15,0,0.0,NonOH,Normal birth weight (2500g+),26953,2014
30 to 34,*,*,Unknown,Normal birth weight (2500g+),26974,2014
40 to 44,0,0.0,NonOH,Normal birth weight (2500g+),26947,2014
18 to 19,0,0.0,NonOH,Low birth weight (<2500g),26931,2014
30 to 34,0,0.0,NonOH,Normal birth weight (2500g+),26941,2014
25 to 29,*,*,Unknown,Low birth weight (<2500g),26970,2014
30 to 34,0,0.0,NonOH,Low birth weight (<2500g),26940,2014
25 to 29,0,0.0,NonOH,Low birth weight (<2500g),26937,2014
Unknown,0,0.0,NonOH,Low birth weight (<2500g),26955,2014
18 to 19,0,0.0,Unknown,Normal birth weight (2500g+),26965,2014
45 and older,0,0.0,NonOH,Normal birth weight (2500g+),26950,2014
35 to 39,*,*,Unknown,Normal birth weight (2500g+),26977,2014
25 to 29,0,0.0,NonOH,Normal birth weight (2500g+),26938,2014
20 to 24,10,9.7,Adams,Low birth weight (<2500g),27033,2015
18 to 19,0,0.0,Unknown,Low birth weight (<2500g),26964,2014
Unknown,0,0.0,Unknown,Normal birth weight (2500g+),26989,2014
45 and older,0,0.0,Unknown,Low birth weight (<2500g),26982,2014
45 and older,0,0.0,NonOH,Low birth weight (<2500g),26949,2014
40 to 44,0,0.0,NonOH,Low birth weight (<2500g),26946,2014
25 to 29,272,100.0,Ross,Total,26345,2014
45 and older,0,0.0,Sandusky,Total,26390,2014
Less than 15,*,*,Scioto,Total,26426,2014
Less than 15,0,0.0,Ross,Total,26360,2014
15 to 17,*,*,Sandusky,Total,26369,2014
40 to 44,*,*,Seneca,Total,26453,2014
15 to 17,32,100.0,Richland,Total,26303,2014
45 and older,0,0.0,Scioto,Total,26423,2014
35 to 39,38,100.0,Scioto,Total,26417,2014
15 to 17,*,*,Seneca,Total,26435,2014
20 to 24,291,100.0,Scioto,Total,26408,2014
Less than 15,0,0.0,Harrison,Normal birth weight (2500g+),22135,2013
Less than 15,0,0.0,Harrison,Low birth weight (<2500g),22134,2013
45 and older,29,87.9,Franklin,Normal birth weight (2500g+),21835,2013
25 to 29,148,92.5,Fulton,Normal birth weight (2500g+),21856,2013
18 to 19,730,89.7,Franklin,Normal birth weight (2500g+),21817,2013
35 to 39,37,84.1,Fulton,Normal birth weight (2500g+),21862,2013
40 to 44,*,*,Fulton,Low birth weight (<2500g),21864,2013
Unknown,0,0.0,Franklin,Normal birth weight (2500g+),21841,2013
Less than 15,1,7.1,Franklin,Low birth weight (<2500g),21837,2013
Unknown,0,0.0,Franklin,Low birth weight (<2500g),21840,2013
25 to 29,12,7.5,Fulton,Low birth weight (<2500g),21855,2013
20 to 24,17,11.5,Gallia,Low birth weight (<2500g),21885,2013
15 to 17,*,*,Fulton,Normal birth weight (2500g+),21847,2013
40 to 44,*,*,Fulton,Normal birth weight (2500g+),21865,2013
25 to 29,236,100.0,Shelby,Total,8459,2008
35 to 39,415,100.0,Stark,Total,8498,2008
Unknown,0,0.0,Shelby,Total,8477,2008
35 to 39,185,100.0,Trumbull,Total,8564,2008
15 to 17,204,100.0,Summit,Total,8516,2008
18 to 19,443,100.0,Summit,Total,8519,2008
45 and older,*,*,Summit,Total,8537,2008
35 to 39,36,100.0,Shelby,Total,8465,2008
30 to 34,1,490,Summit,Total,100,2008
40 to 44,*,*,Shelby,Total,8468,2008
Unknown,0,0.0,Summit,Total,8543,2008
35 to 39,74,100.0,Tuscarawas,Total,8597,2008
25 to 29,409,100.0,Tuscarawas,Total,8591,2008
45 and older,*,*,Trumbull,Total,8570,2008
30 to 34,220,100.0,Tuscarawas,Total,8594,2008
18 to 19,190,100.0,Trumbull,Total,8552,2008
20 to 24,700,100.0,Trumbull,Total,8555,2008
15 to 17,80,100.0,Trumbull,Total,8549,2008
25 to 29,1,829,Summit,Total,100,2008
45 and older,0,0.0,Tuscarawas,Total,8603,2008
30 to 34,452,100.0,Trumbull,Total,8561,2008
Less than 15,0,0.0,Trumbull,Total,8573,2008
15 to 17,*,*,Tuscarawas,Total,8582,2008
25 to 29,707,100.0,Trumbull,Total,8558,2008
30 to 34,199,100.0,Union,Total,8627,2008
Unknown,0,0.0,Trumbull,Total,8576,2008
35 to 39,78,100.0,Union,Total,8630,2008
15 to 17,*,*,Vinton,Total,8681,2008
40 to 44,*,*,Union,Total,8633,2008
45 and older,*,*,Union,Total,8636,2008
20 to 24,144,100.0,Union,Total,8621,2008
Less than 15,0,0.0,Union,Total,8639,2008
Less than 15,*,*,Tuscarawas,Total,8606,2008
40 to 44,*,*,Tuscarawas,Total,8600,2008
Unknown,0,0.0,Tuscarawas,Total,8609,2008
18 to 19,38,100.0,Union,Total,8618,2008
40 to 44,35,100.0,Trumbull,Total,8567,2008
20 to 24,106,100.0,Van Wert,Total,8654,2008
18 to 19,94,100.0,Tuscarawas,Total,8585,2008
30 to 34,69,100.0,Van Wert,Total,8660,2008
Less than 15,0,0.0,Vinton,Total,8705,2008
20 to 24,397,100.0,Tuscarawas,Total,8588,2008
15 to 17,*,*,Union,Total,8615,2008
45 and older,*,*,Warren,Total,8735,2008
30 to 34,*,*,Vinton,Total,8693,2008
Unknown,0,0.0,Van Wert,Total,8675,2008
15 to 17,38,100.0,Warren,Total,8714,2008
20 to 24,435,100.0,Warren,Total,8720,2008
25 to 29,204,100.0,Union,Total,8624,2008
25 to 29,827,100.0,Warren,Total,8723,2008
20 to 24,68,100.0,Vinton,Total,8687,2008
15 to 17,*,*,Van Wert,Total,8648,2008
Unknown,0,0.0,Union,Total,8642,2008
40 to 44,*,*,Van Wert,Total,8666,2008
Less than 15,0,0.0,Montgomery,Low birth weight (<2500g),25896,2014
Less than 15,*,*,Montgomery,Normal birth weight (2500g+),25897,2014
25 to 29,1,831,Montgomery,Normal birth weight (2500g+),91,2014
35 to 39,*,*,Morgan,Low birth weight (<2500g),25920,2014
Less than 15,0,0.0,Monroe,Low birth weight (<2500g),25863,2014
15 to 17,*,*,Morgan,Normal birth weight (2500g+),25906,2014
25 to 29,*,*,Morgan,Low birth weight (<2500g),25914,2014
15 to 17,19,12.8,Montgomery,Low birth weight (<2500g),25872,2014
Unknown,0,0.0,Morgan,Low birth weight (<2500g),25932,2014
Less than 15,0,0.0,Morgan,Low birth weight (<2500g),25929,2014
Unknown,0,0.0,Monroe,Low birth weight (<2500g),25866,2014
25 to 29,42,97.7,Morgan,Normal birth weight (2500g+),25915,2014
45 and older,0,0.0,Morgan,Normal birth weight (2500g+),25927,2014
20 to 24,59,96.7,Morgan,Normal birth weight (2500g+),25912,2014
30 to 34,*,*,Morgan,Normal birth weight (2500g+),25918,2014
35 to 39,526,89.2,Montgomery,Normal birth weight (2500g+),25888,2014
Unknown,0,0.0,Montgomery,Normal birth weight (2500g+),25900,2014
35 to 39,*,*,Morgan,Normal birth weight (2500g+),25921,2014
18 to 19,0,0.0,Morgan,Low birth weight (<2500g),25908,2014
30 to 34,*,*,Morgan,Low birth weight (<2500g),25917,2014
15 to 17,0,0.0,Morrow,Low birth weight (<2500g),25938,2014
40 to 44,*,*,Morgan,Normal birth weight (2500g+),25924,2014
20 to 24,*,*,Morgan,Low birth weight (<2500g),25911,2014
25 to 29,4,3.6,Morrow,Low birth weight (<2500g),25947,2014
18 to 19,1,4.0,Morrow,Low birth weight (<2500g),25941,2014
30 to 34,2,2.5,Morrow,Low birth weight (<2500g),25950,2014
Unknown,0,0.0,Morrow,Normal birth weight (2500g+),25966,2014
35 to 39,1,3.4,Morrow,Low birth weight (<2500g),25953,2014
Unknown,0,0.0,Franklin,Low birth weight (<2500g),819,2006
15 to 17,*,*,Fayette,Low birth weight (<2500g),759,2006
35 to 39,1,789,Franklin,Normal birth weight (2500g+),90,2006
15 to 17,*,*,Fulton,Normal birth weight (2500g+),826,2006
15 to 17,85,14.5,Franklin,Low birth weight (<2500g),792,2006
20 to 24,3,2.1,Fulton,Low birth weight (<2500g),831,2006
Less than 15,*,*,Franklin,Normal birth weight (2500g+),817,2006
Unknown,0,0.0,Fayette,Normal birth weight (2500g+),787,2006
15 to 17,0,0.0,Fulton,Low birth weight (<2500g),825,2006
30 to 34,90,95.7,Fulton,Normal birth weight (2500g+),838,2006
45 and older,0,0.0,Fulton,Low birth weight (<2500g),846,2006
Less than 15,6,21.4,Franklin,Low birth weight (<2500g),816,2006
30 to 34,358,8.7,Franklin,Low birth weight (<2500g),804,2006
Unknown,0,0.0,Franklin,Normal birth weight (2500g+),820,2006
30 to 34,17,8.5,Hancock,Low birth weight (<2500g),19053,2012
45 and older,*,*,Hancock,Normal birth weight (2500g+),19063,2012
25 to 29,101,88.6,Hardin,Normal birth weight (2500g+),19084,2012
20 to 24,229,94.6,Hancock,Normal birth weight (2500g+),19048,2012
15 to 17,*,*,Logan,Total,1487,2006
40 to 44,75,100.0,Lake,Total,1406,2006
15 to 17,27,100.0,Lawrence,Total,1421,2006
Unknown,0,0.0,Lawrence,Total,1448,2006
35 to 39,212,100.0,Licking,Total,1469,2006
15 to 17,116,100.0,Lorain,Total,1520,2006
18 to 19,573,100.0,Lucas,Total,1556,2006
Unknown,0,0.0,Licking,Total,1481,2006
18 to 19,242,100.0,Lorain,Total,1523,2006
Unknown,0,0.0,Defiance,Low birth weight (<2500g),15669,2011
20 to 24,23,10.7,Erie,Low birth weight (<2500g),15714,2011
30 to 34,797,94.1,Delaware,Normal birth weight (2500g+),15688,2011
35 to 39,262,100.0,Mahoning,Total,4637,2007
Unknown,0,0.0,Madison,Total,4616,2007
20 to 24,683,100.0,Mahoning,Total,4628,2007
Unknown,0,0.0,Marion,Total,4682,2007
30 to 34,623,100.0,Medina,Total,4700,2007
20 to 24,140,100.0,Madison,Total,4595,2007
Unknown,0,0.0,Mahoning,Total,4649,2007
18 to 19,106,100.0,Marion,Total,4658,2007
40 to 44,81,92.0,Lorain,Normal birth weight (2500g+),22558,2013
20 to 24,143,8.6,Lucas,Low birth weight (<2500g),22578,2013
35 to 39,62,91.2,Knox,Normal birth weight (2500g+),28396,2015
20 to 24,191,91.8,Knox,Normal birth weight (2500g+),28387,2015
45 and older,*,*,Trumbull,Normal birth weight (2500g+),5566,2007
Unknown,0,0.0,Trumbull,Normal birth weight (2500g+),5572,2007
18 to 19,76,91.6,Tuscarawas,Normal birth weight (2500g+),5581,2007
25 to 29,1,721,Summit,Normal birth weight (2500g+),91,2007
35 to 39,18,8.1,Trumbull,Low birth weight (<2500g),5559,2007
Unknown,0,0.0,Summit,Normal birth weight (2500g+),5539,2007
Less than 15,*,*,Summit,Normal birth weight (2500g+),5536,2007
35 to 39,89,93.7,Tuscarawas,Normal birth weight (2500g+),5593,2007
25 to 29,1,271,Stark,Normal birth weight (2500g+),89,2007
15 to 17,19,9.6,Summit,Low birth weight (<2500g),5511,2007
20 to 24,33,9.1,Tuscarawas,Low birth weight (<2500g),5583,2007
40 to 44,*,*,Tuscarawas,Normal birth weight (2500g+),5596,2007
Less than 15,*,*,Stark,Normal birth weight (2500g+),5503,2007
Less than 15,*,*,Summit,Low birth weight (<2500g),5535,2007
18 to 19,21,10.3,Trumbull,Low birth weight (<2500g),5547,2007
40 to 44,10,17.2,Trumbull,Low birth weight (<2500g),5562,2007
25 to 29,37,9.6,Tuscarawas,Low birth weight (<2500g),5586,2007
30 to 34,1,497,Summit,Normal birth weight (2500g+),91,2007
30 to 34,422,91.1,Trumbull,Normal birth weight (2500g+),5557,2007
20 to 24,671,91.2,Trumbull,Normal birth weight (2500g+),5551,2007
18 to 19,107,88.4,Clark,Normal birth weight (2500g+),30397,2016
30 to 34,312,100.0,Clark,Total,24401,2014
40 to 44,*,*,Columbiana,Total,24506,2014
25 to 29,149,100.0,Clinton,Total,24464,2014
25 to 29,336,100.0,Columbiana,Total,24497,2014
40 to 44,*,*,Clinton,Total,24473,2014
35 to 39,43,100.0,Clinton,Total,24470,2014
Unknown,0,0.0,Columbiana,Total,24515,2014
45 and older,0,0.0,Coshocton,Total,24542,2014
35 to 39,41,100.0,Coshocton,Total,24536,2014
Unknown,0,0.0,Crawford,Total,24581,2014
30 to 34,107,100.0,Coshocton,Total,24533,2014
20 to 24,134,100.0,Coshocton,Total,24527,2014
Less than 15,0,0.0,Coshocton,Total,24545,2014
35 to 39,*,*,Crawford,Total,24569,2014
45 and older,*,*,Columbiana,Total,24509,2014
Unknown,0,0.0,Coshocton,Total,24548,2014
40 to 44,*,*,Crawford,Total,24572,2014
30 to 34,4,061,Cuyahoga,Total,100,2014
15 to 17,*,*,Coshocton,Total,24521,2014
30 to 34,218,100.0,Columbiana,Total,24500,2014
25 to 29,140,100.0,Crawford,Total,24563,2014
18 to 19,801,100.0,Cuyahoga,Total,24590,2014
15 to 17,*,*,Darke,Total,24620,2014
45 and older,*,*,Crawford,Total,24575,2014
18 to 19,41,100.0,Crawford,Total,24557,2014
25 to 29,4,058,Cuyahoga,Total,100,2014
35 to 39,1,862,Cuyahoga,Total,100,2014
30 to 34,108,100.0,Clinton,Total,24467,2014
30 to 34,84,100.0,Crawford,Total,24566,2014
Less than 15,*,*,Crawford,Total,24578,2014
18 to 19,*,*,Coshocton,Total,24524,2014
15 to 17,*,*,Crawford,Total,24554,2014
45 and older,*,*,Cuyahoga,Total,24608,2014
20 to 24,183,100.0,Crawford,Total,24560,2014
15 to 17,274,100.0,Cuyahoga,Total,24587,2014
45 and older,*,*,Clinton,Total,452,2006
35 to 39,45,100.0,Clinton,Total,446,2006
40 to 44,*,*,Auglaize,Normal birth weight (2500g+),184,2006
Less than 15,0,0.0,Athens,Normal birth weight (2500g+),157,2006
18 to 19,0,0.0,Perry,Low birth weight (<2500g),32112,2016
40 to 44,0,0.0,Perry,Low birth weight (<2500g),32127,2016
30 to 34,43,89.6,Paulding,Normal birth weight (2500g+),32089,2016
Unknown,0,0.0,Paulding,Low birth weight (<2500g),32103,2016
35 to 39,30,96.8,Perry,Normal birth weight (2500g+),32125,2016
30 to 34,5,10.4,Paulding,Low birth weight (<2500g),32088,2016
20 to 24,7,5.5,Perry,Low birth weight (<2500g),32115,2016
30 to 34,72,92.3,Perry,Normal birth weight (2500g+),32122,2016
30 to 34,6,7.7,Perry,Low birth weight (<2500g),32121,2016
15 to 17,*,*,Perry,Normal birth weight (2500g+),32110,2016
25 to 29,6,7.9,Paulding,Low birth weight (<2500g),32085,2016
20 to 24,48,90.6,Paulding,Normal birth weight (2500g+),32083,2016
40 to 44,*,*,Perry,Normal birth weight (2500g+),32128,2016
35 to 39,1,3.2,Perry,Low birth weight (<2500g),32124,2016
18 to 19,*,*,Perry,Normal birth weight (2500g+),32113,2016
Unknown,0,0.0,Perry,Low birth weight (<2500g),32136,2016
25 to 29,*,*,Harrison,Low birth weight (<2500g),16113,2011
35 to 39,*,*,Harrison,Normal birth weight (2500g+),16120,2011
20 to 24,121,94.5,Perry,Normal birth weight (2500g+),32116,2016
Unknown,0,0.0,Washington,Total,20786,2012
20 to 24,405,100.0,Wayne,Total,20798,2012
35 to 39,*,*,Williams,Total,20840,2012
35 to 39,139,100.0,Wayne,Total,20807,2012
15 to 17,*,*,Wood,Total,20858,2012
18 to 19,59,100.0,Wayne,Total,20795,2012
45 and older,*,*,Wayne,Total,20813,2012
15 to 17,*,*,Williams,Total,20825,2012
30 to 34,90,100.0,Williams,Total,20837,2012
20 to 24,287,100.0,Wood,Total,20864,2012
Less than 15,0,0.0,Williams,Total,20849,2012
20 to 24,137,100.0,Williams,Total,20831,2012
35 to 39,139,100.0,Wood,Total,20873,2012
40 to 44,26,100.0,Wood,Total,20876,2012
25 to 29,469,100.0,Wood,Total,20867,2012
25 to 29,476,100.0,Wayne,Total,20801,2012
Less than 15,0,0.0,Wayne,Total,20816,2012
18 to 19,59,100.0,Wood,Total,20861,2012
15 to 17,*,*,Wyandot,Total,20891,2012
Unknown,0,0.0,Williams,Total,20852,2012
45 and older,0,0.0,Williams,Total,20846,2012
45 and older,0,0.0,Wood,Total,20879,2012
18 to 19,28,100.0,Williams,Total,20828,2012
Less than 15,*,*,Wood,Total,20882,2012
20 to 24,0,0.0,NonOH,Total,20930,2012
40 to 44,*,*,Williams,Total,20843,2012
30 to 34,64,100.0,Wyandot,Total,20903,2012
30 to 34,358,100.0,Wood,Total,20870,2012
35 to 39,0,0.0,NonOH,Total,20939,2012
Unknown,0,0.0,Wood,Total,20885,2012
25 to 29,0,0.0,NonOH,Total,20933,2012
Less than 15,0,0.0,NonOH,Total,20948,2012
40 to 44,*,*,Wyandot,Total,20909,2012
25 to 29,88,100.0,Wyandot,Total,20900,2012
35 to 39,*,*,Wyandot,Total,20906,2012
30 to 34,0,0.0,NonOH,Total,20936,2012
20 to 24,*,*,Unknown,Total,20963,2012
20 to 24,75,100.0,Wyandot,Total,20897,2012
15 to 17,*,*,Adams,Total,21023,2013
18 to 19,33,100.0,Wyandot,Total,20894,2012
Less than 15,0,0.0,Wyandot,Total,20915,2012
Unknown,0,0.0,Wyandot,Total,20918,2012
30 to 34,*,*,Unknown,Total,20969,2012
Less than 15,0,0.0,Adams,Total,21047,2013
20 to 24,115,100.0,Adams,Total,21029,2013
40 to 44,0,0.0,Unknown,Total,20975,2012
40 to 44,*,*,Adams,Total,21041,2013
25 to 29,*,*,Unknown,Total,20966,2012
18 to 19,0,0.0,NonOH,Total,20927,2012
Unknown,0,0.0,NonOH,Total,20951,2012
40 to 44,0,0.0,NonOH,Total,20942,2012
15 to 17,0,0.0,Unknown,Total,20957,2012
Unknown,0,0.0,Unknown,Total,20984,2012
45 and older,0,0.0,Unknown,Total,20978,2012
Unknown,0,0.0,Allen,Total,21083,2013
35 to 39,*,*,Adams,Total,21038,2013
25 to 29,90,100.0,Adams,Total,21032,2013
35 to 39,*,*,Unknown,Total,20972,2012
20 to 24,155,100.0,Ashland,Total,21095,2013
25 to 29,379,100.0,Allen,Total,21065,2013
45 and older,0,0.0,NonOH,Total,20945,2012
45 and older,0,0.0,Wyandot,Total,20912,2012
18 to 19,39,100.0,Adams,Total,21026,2013
18 to 19,42,100.0,Ashland,Total,21092,2013
18 to 19,0,0.0,Unknown,Total,20960,2012
20 to 24,410,100.0,Allen,Total,21062,2013
30 to 34,52,100.0,Adams,Total,21035,2013
35 to 39,101,100.0,Allen,Total,21071,2013
40 to 44,*,*,Ashland,Total,21107,2013
45 and older,*,*,Adams,Total,21044,2013
15 to 17,0,0.0,NonOH,Total,20924,2012
Less than 15,0,0.0,Unknown,Total,20981,2012
45 and older,*,*,Allen,Total,21077,2013
15 to 17,30,100.0,Allen,Total,21056,2013
15 to 17,*,*,Ashland,Total,21089,2013
20 to 24,343,100.0,Ashtabula,Total,21128,2013
20 to 24,148,100.0,Athens,Total,21161,2013
Less than 15,*,*,Ashtabula,Total,21146,2013
40 to 44,*,*,Allen,Total,21074,2013
35 to 39,58,100.0,Ashland,Total,21104,2013
Less than 15,*,*,Ashland,Total,21113,2013
30 to 34,140,100.0,Ashland,Total,21101,2013
18 to 19,78,100.0,Ashtabula,Total,21125,2013
25 to 29,220,100.0,Ashland,Total,21098,2013
15 to 17,*,*,Ashtabula,Total,21122,2013
25 to 29,203,100.0,Auglaize,Total,21197,2013
35 to 39,96,100.0,Ashtabula,Total,21137,2013
15 to 17,*,*,Athens,Total,21155,2013
18 to 19,89,100.0,Allen,Total,21059,2013
30 to 34,255,100.0,Allen,Total,21068,2013
18 to 19,35,100.0,Athens,Total,21158,2013
45 and older,0,0.0,Ashland,Total,21110,2013
30 to 34,190,100.0,Ashtabula,Total,21134,2013
18 to 19,39,100.0,Auglaize,Total,21191,2013
20 to 24,135,100.0,Auglaize,Total,21194,2013
40 to 44,*,*,Athens,Total,21173,2013
Unknown,0,0.0,Adams,Total,21050,2013
Less than 15,0,0.0,Allen,Total,21080,2013
25 to 29,324,100.0,Ashtabula,Total,21131,2013
40 to 44,*,*,Auglaize,Total,21206,2013
40 to 44,*,*,Ashtabula,Total,21140,2013
25 to 29,235,100.0,Belmont,Total,21230,2013
Unknown,0,0.0,Ashland,Total,21116,2013
30 to 34,124,100.0,Athens,Total,21167,2013
35 to 39,60,100.0,Belmont,Total,21236,2013
45 and older,0,0.0,Ashtabula,Total,21143,2013
45 and older,0,0.0,Auglaize,Total,21209,2013
35 to 39,56,100.0,Athens,Total,21170,2013
Less than 15,0,0.0,Belmont,Total,21245,2013
15 to 17,*,*,Auglaize,Total,21188,2013
25 to 29,159,100.0,Athens,Total,21164,2013
40 to 44,*,*,Belmont,Total,21239,2013
20 to 24,206,100.0,Belmont,Total,21227,2013
35 to 39,*,*,Brown,Total,21269,2013
Less than 15,*,*,Athens,Total,21179,2013
Unknown,0,0.0,Athens,Total,21182,2013
30 to 34,96,100.0,Auglaize,Total,21200,2013
Unknown,0,0.0,Auglaize,Total,21215,2013
Unknown,0,0.0,Ashtabula,Total,21149,2013
30 to 34,115,100.0,Brown,Total,21266,2013
Less than 15,0,0.0,Auglaize,Total,21212,2013
Unknown,0,0.0,Brown,Total,21281,2013
Less than 15,0,0.0,Brown,Total,21278,2013
Unknown,0,0.0,Belmont,Total,21248,2013
35 to 39,42,100.0,Auglaize,Total,21203,2013
20 to 24,160,100.0,Brown,Total,21260,2013
30 to 34,132,100.0,Belmont,Total,21233,2013
Unknown,0,0.0,Butler,Total,21314,2013
25 to 29,1,289,Butler,Total,100,2013
15 to 17,*,*,Carroll,Total,21320,2013
45 and older,0,0.0,Belmont,Total,21242,2013
18 to 19,52,100.0,Belmont,Total,21224,2013
45 and older,0,0.0,Carroll,Total,21341,2013
15 to 17,*,*,Brown,Total,21254,2013
25 to 29,73,100.0,Carroll,Total,21329,2013
18 to 19,252,100.0,Butler,Total,21290,2013
Unknown,0,0.0,Carroll,Total,21347,2013
18 to 19,31,100.0,Champaign,Total,21356,2013
40 to 44,*,*,Brown,Total,21272,2013
35 to 39,*,*,Carroll,Total,21335,2013
15 to 17,*,*,Belmont,Total,21221,2013
15 to 17,68,100.0,Butler,Total,21287,2013
45 and older,0,0.0,Athens,Total,21176,2013
18 to 19,36,100.0,Brown,Total,21257,2013
Less than 15,0,0.0,Champaign,Total,21377,2013
25 to 29,152,100.0,Brown,Total,21263,2013
Less than 15,*,*,Butler,Total,21311,2013
45 and older,*,*,Champaign,Total,21374,2013
18 to 19,*,*,Carroll,Total,21323,2013
30 to 34,60,100.0,Carroll,Total,21332,2013
Unknown,0,0.0,Champaign,Total,21380,2013
30 to 34,72,100.0,Champaign,Total,21365,2013
Less than 15,0,0.0,Carroll,Total,21344,2013
25 to 29,120,100.0,Champaign,Total,21362,2013
35 to 39,39,100.0,Champaign,Total,21368,2013
40 to 44,100,100.0,Butler,Total,21305,2013
20 to 24,1,055,Butler,Total,100,2013
35 to 39,486,100.0,Butler,Total,21302,2013
15 to 17,42,100.0,Clark,Total,21386,2013
30 to 34,1,196,Butler,Total,100,2013
18 to 19,142,100.0,Clark,Total,21389,2013
40 to 44,27,100.0,Clark,Total,21404,2013
20 to 24,107,100.0,Champaign,Total,21359,2013
